,rating,isEdited,date,userName,title,review
40,5,False,2021-07-18 12:33:31,sxamsxam,Unavailable reels,"I have been using Instagram for couple of years and still unable to access the reels in my account matter of fact I wrote twice or thrice and send the feedback through app in the help section yet there is no response and I can’t see a reels options. I have tried all the steps likes updating my Instagram app, my mobile software, reinstalled the app multiple times but there is no reels options. I would like to request the Instagram that there might me millions of users who might have been going through this trouble as well and are not able to use the reels feature “so would you make default feature in Instagram which is available to all the Instagram users”. Hope this time it works and we can get to see the effective service as you speak off thanks a lot."
41,1,False,2020-11-01 04:41:00,yosaniya,Disappointing and frustrating,"I’ve been using Instagram for many years but for the past few months I’m getting no engagement or growth on Instagram. Whatever ‘algorithm’ you all have up is extremely unpredictable. Out of 600 followers, I only get a reach of 200 on my posts?! How does that work?? I carefully select relevant hashtags, try to upload on times people will be active but there’s no response. Since the past week there are hardly any views on stories. I think can expect at least half my followers to be regular Instagram users, but the reach is a pathetic 200. And is it true that those posts which get lots of saves and shares are the ones who are pushed to more people to see? What if my category of posts are not to be saved or shared but are just me sharing the photographs I click and like to share with others? Instagram has become extremely disappointing, it used to be a place of finding like minded artists but now all anyone can see are the one who already have a very large following. Please rethink your ‘algorithm’."
42,5,False,2020-07-26 11:56:10,pk4598,Action blocked as it goes against Instagram’s community guidelines issue,"I’ve been on Instagram from more than half a decade and my account has been verified to the most as it can be. I haven’t changed my password since then and now within a month Instagram has asked me to change it thrice followed by blocking me form liking and comment on the pictures for nearly five times. 
It says The action is temporarily blocked as it goes against your community guidelines. Which I think I have been abiding to. I have tried repeatedly to report the problem but no one has responded to it. 
It also says third party involvement to get likes and comments which is not the case I haven’t given any other app permission to access my Instagram. 

Please look into the matter since changing and remembering the password is a big task and if not that not being able to like pictures and comment for a week over a useless excuse by the app is even worse. And the app not being able respond back to my complaints is to be honest the worst. 

Sorry but that’s very unprofessional of you Instagram 
I request the app members whoever you are to look upto it because this problem has been continuous since past 2 months and it’s extremely irritating."
43,1,False,2020-08-10 08:48:38,DoodleMasala,Very disappointed with recent experience,"This is instagram/DoodleMasala I have been shadow banned by instagram team. Im just an emerging digital artist. I have been shadow banned i’m unable to like any post, follow any person, unable to write a caption in my post and also i cant reply to the comment in my very own post. Thanks for putting my career into a great question mark now. I wish Soon are later people would stop supporting such platform just like facebook now. And now im looking for some-other platforms to showcase and entertain with my content its been 8 days since you people banned my account. This is the straight forward feelings of an instagram user from a long time.. i have been using instagram from its initial stages like 2014. On those days the platform is filled with artists, professionals, photographers and influencers now already it is filling with tiktok videos, memes, this is how Facebook evolved and now it is mostly used only by elderly people now. And the reel update its really annoying and making the app into an unprofessional kind. 

Regards,
Doodle Masala"
44,2,False,2021-07-22 14:27:46,digiozz,Stop promoting reels insanely,"Instagram wants to expand its user base remarkably and grab all the traffic of tiktok. But then u can’t disrespect your old people who have been following your algorithm and have grown at a snails pace in last two-three years. We have invested so much time, money and energy to reach where we are today. People are still struggling to get 1000 followers to reach 10k, 20k since one month. And new accounts are touching 100k in a week. 
Are you trying to mock at us Instagram? What are u up to? Sorry but we can simply shift to reels like that. It works on a different algorithm plus we can’t droop to that level and create mindless videos which doesn’t impact any value other than fun. Had we loved tiktok why would we have remained so consistent with u. Plz do something with your old account as well. Many have stated leaving. 
Instagram has become nothing less than a garbage now with stupid jokes and vulgar dances etc...
Please respect your old and basic work ethics.
Thanks"
45,5,False,2021-05-05 13:01:29,har0922,Bad experience with Instagram report a problem,"Reels is not showing up on my Instagram account, I have tried reinstalling the app multiple times and also tried logging in from a different phone to check if the problem is with app or account.. but it’s the same on different phone as well.. 
I have been reporting this to them through the ‘report a problem’ feature on Instagram from almost a week.. but nothing has changed. I feel frustrated with this kind of customer support we’re you have no other call or mail option to them which is highly likely to get a human or proper response. Being such a big platform you must first priories your customers and address their issues, even a single customer matters. Please take an action on this."
46,5,False,2020-01-15 09:25:34,saima147,Very serious concern regarding Instagram privacy,"Respect Sir / Madam 
Please introduce a feature to hide our following list and followers list as this would increase our privacy. I don’t want my friends and family to know who I’m following or who is following me , as they keep an eye on my following list as to see who I’m following and this breaches my privacy , So please introduce “only me” feature like the way we hide our friends on Facebook. I shall be highly obliged and shall be forever grateful to you. Please help me !!!!! Some of my family members send request to my friends after stalking my following list , so please kindly help me by introducing more secure and protective feature.  Give us an option to lock our following and followers list so that only I can see  my following and followers list and nobody else."
47,5,False,2021-10-17 20:06:20,11Abdullah25,App not working properly!!!,"Since the day when the app crashed with Facebook and WhatsApp it isn’t working properly like facing more issues like network problems even if my network bandwidth is fine sometimes the videos and stories take too much time to load, if I’m tagging someone in my story it notifies sometimes to them but sometimes it doesn’t send that particular person any notifications like DM’s of tagging in stories and my Primary and General chat logs keeps resetting sometimes it shows me the chat log of last week when I refresh it 4-5 times then it shows perfectly in Primary but not in General and when it shows perfectly in General but not in Primary…

Yeah I do love this app so much but this things would happen continuously then it may affect the crowd here"
48,5,False,2021-05-29 02:29:40,nidhioza7,Account is Blocked for 30 Days,"Hello Team,

I just don’t know what happened with my firm’s account which is helpingstrayahmedabd. Why that account has been blocked for 30 days? Can I know the reason? I do remember that if you have blocked for that reel music which I was finding but was not able to find a song then I did it from another I’d I was able to find a song so I just uploaded that reel and downloaded it then I uploaded on my firm’s page which is helpingstrayahmedabad. This is also mentioned in biopic public profile nidhioza7. Everyday there is an activity going on in this firm ans I post this there. We are not able to reach out you if we are facing issue of finding song in reel. I also tried to logout and login on that day so I can find a song but there were only Inglish songs if I type Hindi songs it was showing no results found. So I tried to upload that reel from one to another account. Without asking me any mail. You guys just blocked my firm’s account. Do you know that firm is depending on stray animals and lot of help and kindness. I request you to recover my account with all the post which I uploaded and with all data. I don’t want anything to get missed. Do it Asap.

Regards, Nidhi Oza,
Founder - helpingstrayahmedabad"
49,5,False,2020-09-20 05:19:23,mansi2010,Immediate action needed.,"Dear instagram, I’ve been a regular and a very fond user of the app for a long time now. I’ve had hardly any issues or any complaints regarding the app but it’s been a week, since the app isn’t working properly. Whenever I try to take a picture or a video on the app, it crashes and take time to open again. Not only this but, I’ve been facing some issues with the video calling. I, then, tried to update my app as I thought it might be possible reason. But, even after doing so, nothing changed for better. Instead, now I’m facing much more issues. App is crashing now 10x times, stories of people, is being repeatedly shown on my feed even though I’ve seen them earlier.I request you to look into it and rectify my account as soon as possible."
50,5,False,2019-01-23 22:01:29,194_491,Need a Night Mode,"I’ve been an active member of Instagram for 2 years and gotta tell it’s a better experience than any other Social Media Ground but overtime when after late studies at night when we want some break and we open the application the ambience hurts even in day time ..... it would be of great significance if you may add a theme option and a night mode and I’m sure it would add to your popularity ..... Twitter did it , Tumblr did it and I guess it’s right about time you guys should also add this feature for more enhanced and rich experience ..... I tell you the application is flawless except for the option to toggle between dark and light and if possible add an option for hiding your followings and followers from the people who follow you and rest is to you ..... after all it’s your application do whatever you want"
51,5,False,2020-09-04 11:34:34,AkikShah,Action block,"Since last 3 months i am getting action block frequently without do anything. I am totally not able to do like, comment or follow any one. And this temporary blocked is for 7-8 days. After 7-8 days it’s perfectly working as like before, but after 5-6 days it’s happened again. First day instagram show popup that change your password and don’t share with it any service but now i am only using this password only for my Instagram account and even only in my device. I am not even log in my account from another device. I reported this thing 10 to 15 times in description and easy to understand with screen shots. But i am not getting any response from Instagram side. I am trying my best to reach out you but i am unable. Kindly solve my problem."
52,5,False,2021-10-31 19:12:04,solitude_shades,Please promote Small Scale Business,"I have started a small scale business, 5 months back and Instagram is my only platform to reach the customers. But, the algorithm keeps changing and it has been one whole month without any proper profile visits or customers. Sometimes I feel like Instagram is no longer a good platform for true artists as it was a while ago. It’s all about following the trend and influencing. Why can’t there be more advantages for small scale businesses. There are pages that are successful but sometimes no matter what you do, you don’t reach the customers you want. Instagram is like the only place for beginners like us where investment and risks are lower compared to other platforms. Please do come up with some good ideas to promote artists in small scale business."
53,5,False,2019-10-02 04:46:17,Nitya Shah,Need a bug fixed for the music feature,I have been using Instagram since the last 2 years it has been the best app. But of late I have been having an issue with the music feature that we could keep in background. When I search the song put it as my story. The story gets uploaded and then it shows as “the song is currently unavailable” even though many people are putting the same songs as their stories. I have many times reported about the problem but nothing has changed. If you have brought in this feature then please look into this matter as early as possible🙏🏻🙏🏻 And if you could increase the time of the song limit from 15 seconds to 20 seconds then it would be of great help. Thank you 🙏🏻🙏🏻
54,1,False,2020-11-02 11:53:39,ihvtfcjjb,Help,"Dear Instagram, please I need your help. 
Actually what happened that one of my friends’ account got deleted by Instagram for violating community guidelines . But it was not her mistake , she didn’t even knew that something like this would happen otherwise she’d have never done that. One of her friends sent her a picture of a joker ( I guess it was a joker ) and asked it to put it as Instagram profile picture . I know it was foolish of her to do this without any enquiry but she really didn’t knew that it would violate Instagram community guidelines . She has been using Instagram for quite a long time and she has never done any such thing that goes against Instagram guidelines . Please Instagram help her to get her account back. You could check her whole account , her name is shreshthipandit. She has really very precious pictures and videos on that account and her collection is also very important for her . And furthermore, she didn’t did it deliberately. Please Instagram help her just this first and last time . 
Thank you."
55,5,False,2021-05-15 14:42:34,heyy.anu,Thankyou Instagram !,"I really liked your new update plus you are amazingly improving your things with reels as  we can listen the user's sound also while putting the timer on! and it really helps alot ! Also, I love your platform, everyone is really happy in India with the reels function now, as it is wayyyy better than Tiktok! I want you to add the search button or something like that in the story section so that we can search if the specific person has seen our story. Else, in the 'dm' section please add the thing like in search bar to search messages I mean like whatsapp. we can search our texts there (in whatsapp) easily so it is muchhhhh needed here (in instagram) cuz we forget things we've said and to whom 😅 ! 
Again Thankyou Instagram I love you."
56,3,False,2020-07-03 16:42:57,KillerSundari,World’s worst customer service !,"First my private account got disabled for no particular reason, then I followed instructions and was still not able to submit my government Id to get it back. My other business accounts are not logging in anymore it says ‘there’s a problem logging in’ there’s no justification and no contacts whatsoever to reach the support team. When I tried to get the support email and mail Instagram they said they had closed the portal and redirected me back to the same page. Where on earth will I report if my account is also disabled and my other account wouldn’t log in? I made another account and in order to get my old one back I uninstalled and reinstalled the app and now I can’t even log into my new account nor does Instagram respond and fix it. It’s been more than weeks! I tried to be patient earlier but it’s just pathetic support team."
57,4,False,2020-09-07 02:07:40,Ig glitch,Action blocked Glitch,"Why is Instagram glitching every time there’s a new sign in? 
Why does it show that one can’t like, comment, follow or post on their account because they’ve shared their passwords with a third party app? The actions blocked notification pops up every time I like a post and the duration of the block extends for upto two weeks, this is really very frustrating and annoying because I’ve tried changing my password and even set up two factor authentication on my private account. 
If I needed anymore followers or likes than I already have, I’d just make my account public or accept my follow requests, because they’re plenty. 

I would really appreciate it if Instagram could sort this “action blocked” glitch out as soon as possible. The security issues related to both private and public accounts are concerning."
58,2,False,2020-12-24 06:49:23,niminimi1611,Unhappy.,"It has been a couple of months that the messenger update came. I run 3 accounts, 2 of them are public and have received the messenger update and also other updates of changed story reaction but one account which is my private account and I use it the most for messaging has not received the messenger update as well as few other updates. I don’t know what is happening, I have reported the problem 10-15 times but still no response. I have tried so many ways to get the update but all in vain. It is getting very inconvenient to message as the other person on the end uses other features while texting and in unable to match up with that. Also it has been a couple of times that I don’t even know why my liking, commenting and following gets blocked for weeks and weeks. This app used to be way better but now it’s giving me hard time. Please fix my problems and of others as well."
59,1,False,2021-03-01 10:57:18,anj826,My account was disabled,"Hi Instagram 
I’m very frustrating and helpless you guys did very wrong with me. I read your all quideline properly and was working and working for the same without posting something bad , ill or which make my Instagram I’d look bad or dirty , you just deactivated my account for no reason,I’m facing a problem very difficulties to get work. I want my I’d back or I want provided information back ! You just can’t do this to me who never posed something bad or dirty something like that I want my I’d back asap I have sent them many mails many forms around 30 to reactivate my Instagram account with all the details but no response yet. I ask Instagram to look into my matter serious as I have tried every platform contact you and sent you more than 30 messages mails hope you reactivate my account asap 
Otherwise you will not give my account back I will complain and take this thing legally  
I want my account back I don’t want make any another new account I want my account back asap"
60,5,False,2020-06-14 10:00:38,jayV Sidhu,Black-out when i click on my profile icon.,"Am facing this issue from last 3-4 days. The app is working fine like usual but whenever i try to open my profile to see my saved posts or to login another account the app turns black out to the whole screen  and i have to restart the app. And after restarting the same problem occurs. I’ve also tried to reinstall the app but the problem is still there. 
Am using an iPhone 11 and  my friend is using iPhone X and we both are facing the same issue. But one of our friend using  iPhone8+ said that there’s nothing like that with his Instagram.
I don’t know if it’s in our phone’s hardware or something else because I’ve updated Instagram as well as my iOS version but it’s still not goin good."
61,5,False,2021-05-03 07:53:21,Dhvani Shah,INSTAGRAM NOT WORKING ON MY PHONE SINCE 1.5 years,"I use an iPhone 8+ since 2 years. I had been using Instagram normally for the first 6 months when suddenly one day instagram said that my account has been disabled for violating terms. Now, I am a normal girl who uses Instagram and other social media apps for socialising and influencing. I have no idea as to what terms I violated. My account works normally in all the other devices other than my iPhone 8+. I first thought it was a phone related issue but soon realised that it is an issue from instagram/ Facebook’s end. I am writing this review on the App Store so that I can receive some assistance after 1.5 years. Instagram, if you are reading this, please reach out to me as soon as possible and help me resolve this issue. 

Regards,
Dhvani Shah"
62,4,False,2018-10-13 06:35:08,yazad_persianheart,A feature missing..,Hey I have been using Instagram since couple of years now and no doubt its one of the best social apps available on the app store.. I have been an active user and he always wondered if the video in the story could b uploaded as long as it is and not only first 15 seconds.. bcz if i wanna upload a video which is like 60 seconds.. I have to edit it in the gallery and make 4 videos of 15 seconds and only then it can b uploaded in 4 different videos where my friend can upload a video no matter how long it is on his samsung mobile.. He did upload a video which was like 180 seconds in his story which eventually got uploaded as many different stories of 15 seconds.. He has this feature on his Instagram app itself where I miss this feature terribly.. Can something b done abt this feature being added to the iphone app too.. ??
63,5,False,2020-12-28 06:16:32,Devivek,Instagram is love,"Hello Instagram team
   We really hope, that you people are doing great as you are..! After trying so many times, we came across to let you know about the issues we are facing with our Instagram business account, that is, we are not having music adding option, it says, some accounts doesn’t have music, but don’t understand why.! But as this’s our business account so it’s reflecting badly to the business, as we can’t add the music with our reels, post & stories.! We already mailed to Instagram, but couldn’t get any response.! Kindly do help us out to resolve the issues.! Kindly do give the priority.! We attached the screenshots below of the issues happening with us.
Looking forward to hearing from you soon.
Regards 
Team@Skyard"
64,4,False,2021-03-03 18:39:44,Rajneesh_vic,Poor customer support service!!,"I own a food blogging page named as hungrynomadss and have been reporting a serious issue (instagram not showing reels on my page) since a very long time. I have reported this issue more or less like 1000 times (instagram you can check the figure) but I have never got this thing sorted by instagram. Neither I got any reply from instagram regarding this. My page reach is highly affected due to this and I am not able to post reels on my page. I don’t had any option to communicate with instagram so I am forcefully to posting my review here. I gave 4* to instagram because it has helped me to share my passion with people across the world. I have learnt a lot and I have shared my knowledge to others but somehow this technical error is slowing my growth. 

Instagram please look into the matter."
65,5,False,2019-10-06 14:28:12,Radioactive Panda (Shravan),Go get Instagrammed!,"Instagram! What can I say, it's changed the way we use social media...one can spend hours together out here (take it from someone who does). Instagram in my opinion has nailed two things:
1. The landscape of social networking has been altered greatly, given that snapchat had started a revolution in the messaging game, Insta has cemented it's place on a whole different level.
2. The camera filters and all the other features for a photo publishing platform is of highest importance. As a rookie photographer; and we know nowadays pretty much everyone is one! :P I can say that I am thrilled with the features available!

If you haven't already get on board the Insta express and be prepared for a completely unique and amazing networking experience! :D"
66,1,False,2020-05-19 03:32:50,RohitPK,Action Blocked,"Hello Sir,

Have you heard about ""fear of
missing out"" well if you haven't then
let me tell you that this is a
psychological damage which has
been caused to me because of
you people after you have removed the feature of ""following activity"". The
reason why Instagram is most
accessed is because people are
social animals who want to connect
to people and that was the only way
to know about various stuff present
on the internet be it gossip or
what's trending or the different
pages which we personally connect
with and even about the people who
we follow and all that was only
possible because of the particular
feature. We have become so used
to that particular feature and so
addicted to Instagram because that
was the only way to get to know
about some really cool pages.
Back Ratings & Reviews
about some really cool pages and
now it's like we no longer have
access to information and feel
confined only to that which we
already know. Instagram was the
number - app because of that particular feature and after this feature being removed there's nothing more left to do on
Instagram nor do i find any other
reason to be on Instagram if this
feature doesn't come back. If you
have taken that feature down you
might as well take down the entire
app because there is nothing left to
do. So I kindly request you to get this feature back as soon as
possible.

Please help

Thank You"
67,5,False,2020-09-18 13:14:17,bedoozy,Inability to access the app,"Okay so i have been facing an issue on the Instagram app since today morning
I am unable to like/comment on posts or follow/unfollow other accounts. The display message says something about protecting the community. So I haven’t posted anything that violates community guidelines and I haven’t been involved in any unconventional activities on this particular network. I am completely unaware of the cause of this prompt and I have reported it from my end. In hopes of solving this problem, I uninstalled the application and planned on reinstalling it. But for some reason, i am unable to reinstall the Instagram app on my phone. I use Instagram on a regular basis for a variety of tasks and i need access to it ASAP. Please look into the matter. Thanks!"
68,5,False,2020-10-27 04:21:19,Aayusushi,My Accounts Are Being Odd,"Like everyone, I am a regular user of Instagram. However, it’s a recurring problem that my accounts don’t get updated at the same time. One of my accounts- the one i primarily use- gets updated on time and is always up to date with ‘reels’, etc. However, my second account doesn’t get updated and I can’t even fix that. If you are rolling out updates in stages, I’d suggest you roll them out for BOTH my accounts at the same time since it’s inconvenient using two separate versions. I still don’t have the reels feature on my other account and rarely can see the content my friends send me. It’s very inconvenient & there seems to be no foreseeable way to fix it. Please look into this.

Thanks."
69,1,False,2019-10-13 17:26:44,Manaswini T,What happened Instagram?,"Please bring back the following activity feature. That was the most interesting part of the app and made our scrolling interesting but by removing it you are just limiting your users activity. Also the list of following in profile is getting arranged on its own in any order and not in the latest following order which is another annoying thing happening on Instagram. Instagram is such an interesting application and getting hype day by day so don’t just update it in any way you like ,  By doing this you’ll lose your users. Instagram is loved by people because of its interesting features.. don’t just remove or add features according to you, think from your users side. People love your app that doesn’t mean you’ll give them anything in return. Your overconfidence and over smartness will make you lose your users and popularity. Please bring back those features and think according to your users side. We still love Instagram."
70,1,False,2018-06-01 19:46:03,Kshiteesh R,Direct message issues,"I am an excessive user or Instagram and I truly love it. But, theres is an big issue that has suddenly come up on Instagram. I cannot see any Direct Messages. I cant see its notifications. To see a chat I need to access it and then only it shows a new chat or else I have no clue who has sent me a message. Now people from my chats are disappearing... and also thier accounts cannot be seen. I want a fix for this issue because its been nearly ten days now. In the chat box I cant see new messages either. If I send something and the person is typing and has already sent a message, I have to exit the chat box and reopen it again to actually see the new message. If I refresh the home or Direct messages then again the recent chats disappear and some database comes up with a certain times direct message sequence stuck on it. I hope to see some improvement on these glitches and I want to see everything back to normal. Till then this app doesnt seem any good. Awaiting your response. 

-KV"
71,1,False,2018-02-27 08:55:20,aryangargg,Couldn’t refresh feed on app and Oops an error occured on browser,"I am not able to see any new notifications although there are people liking my posts.. but I am not receiving any notification neither any push notifications. Then around 3 days back
 I got this problem- I am unable to use my account Its logging in but There’s just a white screen and in the app it says Couldnt refresh feed... I am sure that this is not any internet problem because I am able to use my another account it works fine..I even tried to open it through the browser there it just shows Oops an error occured everytime I try to log in.. I make vines and being not able to post regulary is very disturbing for me as well as my followers. So if you guys find a solution to this problem please let know! This is really frustratin. When I try to open the profile from a different account I am able to see all the posts and direct message- so this means I am not disabled by Instagram or reported by someone.. please Help!"
72,5,False,2020-09-16 02:31:37,annieegirllove,Regarding the recovery of my account,"Dear Instagram , i m way much more frustated with your unacceptable guidelines , i read your all guideline properly and was working for the same , without posting something ill or which make my Instagram id look bad , you just deactivated my account for no reason , though you made a option available to get your Instagram id back by providing the details and account number , i did that too you asked to wait for 30 days and said your id will be reactive in 30 days but still im facing difficulties opening or login into my account , i want my id back or i want my provided information back !! You just can’t do this to me who never posed something ill or something like that i want my id back"
73,2,False,2020-09-19 14:45:53,Basilisk96,Problem with the account.,"My experience with Instagram has always been good but for the past three months, I don’t know what’s up. In the past three months, my activity has been restricted by the app 3 times. Suddenly out of nowhere, I’m logged out of my account and when I try to log in, it says “your account has been compromised because you shared the password with a third party in order to increase your follower count and likes.” As a result, I cannot like, comment or follow new accounts for a full week. 
I have a private account and have no interest whatsoever to pair up with some third party and increase my follow count. If I had to, I would keep my account open. 
This is extremely frustrating and the third time that this is happening to me within 3 months. I have tweeted at you, messaged on Instagram, done everything to get in touch but to no avail. Please look into this problem and get back."
74,1,False,2020-04-12 19:02:59,Dumanlal,Hidden from other account.,"From last few months I’m consistently working on Instagram to grow my page. Posting and engaging with other pages. But the thing is that I’m completely hidden from other accounts. Some of my friends have repeatedly said that they are unable to find my account on the search list. If they type my page name they simply get “No results found“. If they visit on other peoples account and search from there following list then also they are unable to see my page. It’s really disgusting. And the worst thing is that if ever they reach my page and give a follow after few minutes it’s automatically getting unfollowed. I don’t what the useless thing is going around. I request you to kindly deal with this account. I have lost almost many of my followers and for this reason I’m unable to get more profile visitors. Please solve this issue. 

If you do this then I will be very much thankful to you. Thanking you."
75,1,False,2021-06-17 10:18:18,Siddhi98,Pathetic customer service,"Can you believe it I’ve been trying to contact Instagram for my problem since over a year? A YEAR?????

 I cannot access Instagram through my personal device and as a digital marketer I’ve lost crucial clients and business because of this. I’ve tried multiple ways to get in touch with Instagram and resolve my issue but it just won’t work. 

I can only login to a personal account of mine through my current device. I can’t login to any other accounts no matter what way I try to. It gives me an error saying “sorry there was a problem with your request”. 

I even filled out the form to inform you all about my issue to which y’all said you would get in touch with me in 1-2 business days but you guys never did. Please guide me on how to fix this issue. 

There is no email I can contact, no number I can call, no place y’all reply on. And your FAQs are absolutely useless. Your help centre is absolutely useless. I haven’t received a single reply from all the complaints I have sent over the past year. I tried everything - 

Forget password, use link to login, use Facebook login, report a problem, report a problem through the app, delete the app, not use the app for over a month, filled out contact forms. NOTHING. Nothing worked. 

I DMd y’all on Twitter, Instagram and Facebook but to no avail. Absolutely disgusting customer care. I’ve given up."
76,1,False,2021-03-28 13:50:45,d__pooja,Not able to access my account,"I had a very bad experience today with Instagram. I’ve been an active user for the last 6-7 years but never experienced such a technical glitch. I was using Instagram today when suddenly I received an error message showing that there is some error due to which I’m unable to access my account. I haven’t violated any of the rules of Instagram but my account has been disabled. I’ve tried all sorts of methods like logging through Facebook, restarting my phone, using it on other phone etc. but still not able to login.
There were hundreds of posts and stories which I cannot see. It’s constantly showing that my account doesn’t exist. I’ve been removed from all pictures of my friends (tags) and even my gmail account has been delinked from it. 
I didn’t expect such a horrible experience from your end. I haven’t been provided with any reason of the account closure. I require an answer to my issue."
77,5,False,2020-04-19 21:54:13,mcgrager,Fake accounts on instagram,I am very glad to be on instagram and i also ❤️love to use it . But there are some people creating fake accounts that makes me very upset 😢 i am a muslim by religion that fake accounts are containing very bad bad bad photographs of Allah the great lord of muslims recently i reported them all and they also abuse on the comments of that photographs and they also challenge us on stories that they are unstoppable and they also write comments like give a report of us to instagram they also can’t remove us . I have a trust on instagram that they will not let me down and i also hope that instagram will take a strict action against the fake and abusive accounts on instagram . I ❤️ you instagram and more than that i trust you.
78,1,False,2020-08-04 07:34:10,ankitaboo,Action blocked,"I have reported this issue a thousand times to Instagram but I got no response ! I didn’t get a clear reason why my account is getting blocked every other week ! I have been using Instagram for four years and I have never came across such problems ! This is the first time I’m facing it and it’s getting annoying ! I’ve been blocked from liking and commenting on Instagram thrice by now ! I received a pop up message from Instagram that I had been using third party services to gain more followers or likes ! And I have never done that ! I have no idea how this has happened ! I don’t want my account to get banned ! What’s wrong with liking pictures of my friends and memes and I’m not doing any offensive things on Instagram ! I cannot upload pictures on Instagram ! Please resolve this issue and fix my account please as soon as possible or else I have to uninstall this app ! Because many of us are facing this issues ! Thank you 
Instagram ID - ankitaboo"
79,4,False,2019-09-25 09:04:12,r2tj,Music feature is not available in the story.,"First of all Hi to the whole Instagram team and it’s team members who have been working behind this absolutely amazing app. I have been an Instagram user for the last 4 years. I have had no complaints at all but now that you guys have introduced a new cool feature in the Instagram story i.e., the ’music’ almost every friends of mine used it still I am not getting that feature in the story I am very disappointed with this. I tried updating it still the problem persists I don’t know what to do. 
Anyway even without it it’s absolutely amazing to spend time in Instagram. I am expecting you guys to do something as early as possible.
Otherwise it would have been a 5 star. 
A very big thanks to the Instagram team🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😇 ."
80,5,False,2018-12-15 12:41:37,Abhi3260,Getting unnecessary action blocked,"This is the best social app I’m using from last 1 and a half year and this is the much needed app for the generation like us.

But From last 3 to 4 days I’m getting an pop up on my screen as “Action Blocked” which was very annoying and was pretending that it might be an issue so ignored.
But, even after complete one day the same pop so that made me very frustrating and so searched Internet got to know that the action is blocked due to below reason:-

You have been aggressively following and unfollowing people.
You used a third-party app to get likes on your pictures.
You used a third-party app to get more followers or to auto-follow and auto-unfollow followers.
You used the same comment multiple times.
You have a habit of liking many pictures in a short span of time.

But after checking my account you’ll come to know that I had done nothing of the above still my Account is showing the same pop up.
It’s very painful, frustrating that even after such clean account I’m getting an error. So I uninstalled Instagram after using 2 days with continuous error.

Request your input on this.

Request, the team might check and do the needful"
81,4,False,2019-03-04 18:14:25,ਭੋਗਲ,Don’t translate words that instagram doesn’t understand.,"In my bio on instagram....i wrote wordings from Sri Guru Granth Sahib Ji ( The eleventh and present Guru of the Sikhs ). I wrote the lines in Gurmukhi ( language of the gurus, i.e., Punjabi ). So now here is the problem i am facing.... if someone views my profile and presses- see translation, he/she is not getting the right translation which should be displayed. The instagram translator, translates - “i have nothing to do with me , thats why i am yours.” The correct translation is and should be- “There is nothing inside me that i can claim to be mine, all that there is is yours(Wahegurus’-Gods’). Pause. 
Clearly both the translations have a huge difference....and i request you to kindly make appropriate changes to your translator, since you people at instagram , not knowingly, are translating very inappropriate message that truly hurts my feelings for God."
82,5,False,2019-09-25 18:06:04,1o1sunny,Missing features,I have updated to the latest app and still I didn’t get the instagram music feature in my account I have other accounts logged in my phone they all got this feature and I don’t why this feature is not showing up in my account and that countdown feature is just added to my account it was missing from a long time and I think my accounts visibility is also restricted I don’t get fair likes I have reported two times for the missing of features in instagrams help and support option but still no response that’s why am giving this app one star really disappointed by service I literally love Instagram but what can i do if doesn’t function properly!!!
83,5,False,2019-10-12 01:16:24,Sad User!!,Terrible Bugs and other issue in this version,"I've been facing some terrible bugs on this version of insta on both my iPad and iPhone. The stories take too much time to load and sometimes while messaging, it says ""No Connection"" and ""unable to load earlier messages"" . These two errors keep coming up. And whenever I send a photo or video message to a friend, it doesn't reach to him. Messages get reached but not the photos or videos. They just don't get delivered. Besides, it takes huge time for voice messages to be delivered. I'm using Insta for a long time but never faced such difficulties. 

Suffering a lot from the above-mentioned problems. Please fix the problems ASAP with a software update."
84,1,False,2019-07-10 16:50:02,mrawat525,Worst customer service. Disabled my account for no reason,"Hi, I am a frequent instagram user whose account got disabled because they think I am an impersonater. Funny how my account is linked to my email address along with my fb id and phone number and yet they can’t check for authentication. Moreover, I have been trying to reach out to them since morning but they provide no such platform so I dropped them a review on their fb page which they wouldn’t even bother to check. No action has been taken so far despite the fact that I have provided them my credentials and all necessary ids - passport, Pan, Voter id and Aadhar. What a shame, Making strict community guidelines that are baseless? Well the procedure is not at all thought through as they disabled an account which was tagged by friends and others nonetheless.I’m gonna change the stars only if my account is recovered. I shared so much content all to be a waste in the end. Have the decency to respond at least."
85,5,False,2020-08-25 15:01:08,Krishh134,Action Blocked Report and one request,"Over all it’s a really good app I’ve never had complaints from it, it’s just that recently some of my frnds have faced an issue of action blocked they were not able to like any posts or anything even after waiting for months and all they still were facing this issue and even after reporting it many times it wasn’t solved. So I hope Instagram will resolve this issue as soon as possible thank you. 
I’ve one request from you Instagram I hope you soon can create some features like to delete one of the slide from posts that we don’t like or just want to delete one of pictures from that post it’ll be great if you add this feature too thank you!"
